time, N, D, A, C
1987 , 17378 , 619 , 114001 , 1378
1988 , 17368 , 629 , 113980 , 1400
1989 , 17335 , 637 , 113954 , 1463
1990 , 17341 , 640 , 113908 , 1501
1991 , 17321 , 638 , 113877 , 1552
1992 , 17350 , 630 , 113861 , 1544
1993 , 17346 , 631 , 113830 , 1577
1994 , 17339 , 634 , 113851 , 1551
1995 , 17382 , 632 , 113822 , 1533
1996 , 17414 , 643 , 113811 , 1490
1997 , 17423 , 641 , 113783 , 1497
1998 , 17435 , 634 , 113788 , 1485
1999 , 17425 , 637 , 113780 , 1487
2000 , 17433 , 629 , 113832 , 1435
2001 , 17447 , 641 , 113848 , 1400
2002 , 17476 , 648 , 113839 , 1370
2003 , 17512 , 655 , 113816 , 1334
2004 , 17555 , 651 , 113770 , 1331
2005 , 17604 , 649 , 113703 , 1323
2006 , 17591 , 647 , 113689 , 1339
2007 , 17638 , 655 , 113610 , 1357
2008 , 17618 , 654 , 113594 , 1375
2009 , 17636 , 657 , 113573 , 1379
2010 , 17629 , 649 , 113598 , 1364
2011 , 17622 , 661 , 113563 , 1394
2012 , 17630 , 646 , 113503 , 1453
2013 , 17636 , 660 , 113447 , 1477
2014 , 17630 , 663 , 113410 , 1512
2015 , 17636 , 662 , 113370 , 1529
2016 , 17632 , 670 , 113350 , 1536
2017 , 17658 , 676 , 113301 , 1546
2018 , 17645 , 671 , 113274 , 1568
2019 , 17650 , 684 , 113257 , 1556
2020 , 17680 , 688 , 113215 , 1551
2021 , 17698 , 691 , 113164 , 1566
2022 , 17695 , 689 , 113120 , 1609
2023 , 17718 , 693 , 113041 , 1647
2024 , 17713 , 675 , 112999 , 1683
2025 , 17667 , 685 , 112968 , 1733
2026 , 17660 , 681 , 112934 , 1777
2027 , 17614 , 675 , 112911 , 1853
2028 , 17555 , 686 , 112901 , 1926
2029 , 17537 , 658 , 112922 , 1954
2030 , 17463 , 667 , 112965 , 1999
2031 , 17403 , 658 , 113047 , 2001
2032 , 17353 , 651 , 113139 , 1993
2033 , 17315 , 637 , 113233 , 1986
2034 , 17239 , 650 , 113315 , 2019
2035 , 17190 , 643 , 113414 , 2013
2036 , 17158 , 630 , 113470 , 2050
2037 , 17118 , 622 , 113581 , 2034
2038 , 17100 , 620 , 113708 , 1964
2039 , 17088 , 611 , 113816 , 1889
2040 , 17048 , 621 , 113954 , 1811
2041 , 17068 , 613 , 114058 , 1722
2042 , 17087 , 600 , 114166 , 1620
2043 , 17060 , 609 , 114305 , 1519
2044 , 17100 , 596 , 114365 , 1442
2045 , 17082 , 602 , 114384 , 1442
2046 , 17092 , 590 , 114404 , 1444
2047 , 17067 , 582 , 114459 , 1422
2048 , 17055 , 589 , 114488 , 1422
2049 , 17082 , 576 , 114494 , 1415
2050 , 17072 , 581 , 114513 , 1417
2051 , 17105 , 588 , 114520 , 1389
2052 , 17130 , 596 , 114503 , 1355
2053 , 17175 , 579 , 114480 , 1344
2054 , 17185 , 597 , 114457 , 1332
2055 , 17202 , 601 , 114455 , 1307
2056 , 17227 , 603 , 114442 , 1280
2057 , 17244 , 590 , 114441 , 1267
2058 , 17277 , 591 , 114433 , 1240
2059 , 17298 , 602 , 114389 , 1258
2060 , 17304 , 606 , 114347 , 1276
2061 , 17339 , 612 , 114272 , 1289
2062 , 17375 , 626 , 114216 , 1299
2063 , 17351 , 639 , 114174 , 1334
2064 , 17372 , 643 , 114119 , 1361
2065 , 17351 , 624 , 114094 , 1409
2066 , 17332 , 622 , 114079 , 1440
2067 , 17299 , 631 , 114059 , 1489
2068 , 17270 , 619 , 114054 , 1546
2069 , 17227 , 629 , 114042 , 1594
2070 , 17226 , 629 , 114023 , 1638
2071 , 17183 , 624 , 114037 , 1684
2072 , 17168 , 627 , 114079 , 1667
2073 , 17149 , 626 , 114108 , 1668
2074 , 17126 , 629 , 114128 , 1682
2075 , 17102 , 620 , 114188 , 1670
2076 , 17111 , 629 , 114197 , 1671
2077 , 17115 , 633 , 114222 , 1640
2078 , 17157 , 614 , 114230 , 1604
2079 , 17070 , 628 , 114316 , 1595
2080 , 17064 , 618 , 114335 , 1609
2081 , 17050 , 610 , 114351 , 1618
2082 , 16970 , 609 , 114403 , 1648
2083 , 16973 , 597 , 114433 , 1649
2084 , 16953 , 584 , 114477 , 1641
2085 , 16914 , 590 , 114546 , 1620
2086 , 16931 , 586 , 114609 , 1574
2087 , 16955 , 590 , 114679 , 1475
2088 , 16967 , 586 , 114707 , 1444
2089 , 16971 , 597 , 114731 , 1419
2090 , 17011 , 595 , 114736 , 1367
2091 , 17025 , 598 , 114720 , 1358
2092 , 17032 , 597 , 114711 , 1348
2093 , 17067 , 603 , 114690 , 1326
2094 , 17093 , 606 , 114665 , 1319
2095 , 17097 , 628 , 114639 , 1322
2096 , 17101 , 623 , 114606 , 1351
2097 , 17135 , 605 , 114568 , 1357
2098 , 17128 , 621 , 114548 , 1361
2099 , 17137 , 624 , 114514 , 1374
2100 , 17166 , 606 , 114482 , 1377
2101 , 17181 , 611 , 114489 , 1329
2102 , 17209 , 609 , 114456 , 1332
2103 , 17237 , 596 , 114403 , 1344
2104 , 17235 , 595 , 114364 , 1373
2105 , 17216 , 595 , 114361 , 1390
2106 , 17239 , 593 , 114310 , 1422
2107 , 17248 , 603 , 114265 , 1444
2108 , 17249 , 605 , 114227 , 1470
2109 , 17219 , 616 , 114211 , 1495
2110 , 17253 , 600 , 114212 , 1465
2111 , 17253 , 616 , 114207 , 1458
2112 , 17273 , 617 , 114179 , 1462
2113 , 17261 , 608 , 114178 , 1483
2114 , 17263 , 611 , 114158 , 1495
2115 , 17234 , 615 , 114138 , 1535
2116 , 17224 , 617 , 114126 , 1559
2117 , 17218 , 615 , 114084 , 1602
2118 , 17173 , 612 , 114100 , 1630
2119 , 17134 , 612 , 114120 , 1670
2120 , 17106 , 604 , 114127 , 1705
2121 , 17084 , 607 , 114173 , 1701
2122 , 17043 , 610 , 114221 , 1698
2123 , 17018 , 619 , 114283 , 1661
2124 , 17044 , 617 , 114311 , 1630
2125 , 17026 , 614 , 114347 , 1615
2126 , 17023 , 608 , 114391 , 1591
2127 , 17021 , 610 , 114438 , 1553
2128 , 16981 , 601 , 114515 , 1529
2129 , 16997 , 598 , 114571 , 1486
2130 , 16941 , 596 , 114617 , 1503
2131 , 16936 , 589 , 114624 , 1513
2132 , 16894 , 596 , 114707 , 1485
2133 , 16882 , 598 , 114736 , 1493
2134 , 16909 , 584 , 114768 , 1449
2135 , 16887 , 595 , 114801 , 1428
2136 , 16903 , 585 , 114830 , 1393
2137 , 16896 , 597 , 114813 , 1421
2138 , 16906 , 594 , 114781 , 1457
2139 , 16871 , 606 , 114805 , 1454
2140 , 16853 , 609 , 114801 , 1490
2141 , 16854 , 616 , 114817 , 1487
2142 , 16871 , 601 , 114832 , 1469
2143 , 16865 , 612 , 114854 , 1441
2144 , 16908 , 612 , 114818 , 1427
2145 , 16936 , 612 , 114821 , 1388
2146 , 16942 , 609 , 114822 , 1382
2147 , 16950 , 605 , 114819 , 1374
2148 , 16973 , 612 , 114785 , 1394
2149 , 16969 , 614 , 114766 , 1403
2150 , 16994 , 596 , 114718 , 1425
2151 , 16986 , 607 , 114713 , 1418
2152 , 17030 , 597 , 114653 , 1439
2153 , 17019 , 606 , 114641 , 1446
2154 , 17034 , 602 , 114615 , 1450
2155 , 17092 , 611 , 114562 , 1429
2156 , 17117 , 617 , 114527 , 1409
2157 , 17084 , 628 , 114534 , 1417
2158 , 17156 , 621 , 114542 , 1341
2159 , 17178 , 622 , 114529 , 1316
2160 , 17182 , 619 , 114568 , 1257
2161 , 17204 , 628 , 114537 , 1251
2162 , 17200 , 610 , 114543 , 1242
2163 , 17209 , 609 , 114522 , 1256
2164 , 17233 , 613 , 114470 , 1279
2165 , 17210 , 612 , 114465 , 1297
2166 , 17233 , 601 , 114443 , 1304
2167 , 17225 , 596 , 114420 , 1337
2168 , 17217 , 603 , 114397 , 1365
2169 , 17215 , 598 , 114388 , 1384
2170 , 17202 , 597 , 114382 , 1413
2171 , 17235 , 595 , 114379 , 1397
2172 , 17223 , 622 , 114402 , 1367
2173 , 17248 , 630 , 114362 , 1380
2174 , 17300 , 620 , 114315 , 1366
2175 , 17338 , 617 , 114249 , 1380
2176 , 17313 , 630 , 114233 , 1399
2177 , 17352 , 633 , 114171 , 1405
2178 , 17364 , 637 , 114140 , 1412
2179 , 17357 , 645 , 114127 , 1407
2180 , 17408 , 656 , 114055 , 1428
2181 , 17413 , 649 , 114003 , 1454
2182 , 17431 , 643 , 113961 , 1473
2183 , 17433 , 654 , 113907 , 1504
2184 , 17457 , 661 , 113856 , 1519
2185 , 17447 , 665 , 113826 , 1543
2186 , 17447 , 660 , 113839 , 1513
2187 , 17452 , 669 , 113810 , 1542
2188 , 17474 , 674 , 113786 , 1540
2189 , 17514 , 669 , 113767 , 1513
2190 , 17486 , 696 , 113788 , 1492
2191 , 17546 , 696 , 113725 , 1493
2192 , 17564 , 690 , 113712 , 1476
2193 , 17625 , 691 , 113676 , 1449
2194 , 17634 , 697 , 113678 , 1423
2195 , 17687 , 688 , 113641 , 1405
2196 , 17704 , 693 , 113596 , 1402
2197 , 17709 , 697 , 113556 , 1409
2198 , 17708 , 707 , 113496 , 1453
2199 , 17766 , 696 , 113473 , 1428
2200 , 17801 , 709 , 113429 , 1392
2201 , 17844 , 702 , 113442 , 1314
2202 , 17878 , 708 , 113439 , 1253
2203 , 17930 , 722 , 113395 , 1223
2204 , 17990 , 726 , 113373 , 1157
2205 , 18019 , 720 , 113372 , 1105
2206 , 18081 , 713 , 113282 , 1127
2207 , 18112 , 716 , 113251 , 1096
2208 , 18108 , 720 , 113214 , 1129
2209 , 18080 , 731 , 113205 , 1137
2210 , 18109 , 723 , 113128 , 1185
2211 , 18102 , 718 , 113100 , 1209
2212 , 18122 , 717 , 113082 , 1199
2213 , 18148 , 709 , 113062 , 1183
2214 , 18143 , 708 , 113036 , 1194
2215 , 18164 , 716 , 113018 , 1182
2216 , 18172 , 734 , 112980 , 1184
2217 , 18193 , 711 , 112943 , 1210
2218 , 18142 , 733 , 112922 , 1245
2219 , 18115 , 734 , 112858 , 1324
2220 , 18082 , 729 , 112854 , 1368
2221 , 18107 , 709 , 112818 , 1387
2222 , 18081 , 706 , 112790 , 1441
2223 , 18051 , 703 , 112776 , 1482
2224 , 18021 , 708 , 112778 , 1508
2225 , 17971 , 702 , 112777 , 1569
2226 , 17961 , 709 , 112799 , 1550
2227 , 17916 , 707 , 112810 , 1587
2228 , 17919 , 698 , 112858 , 1545
2229 , 17881 , 705 , 112894 , 1556
2230 , 17877 , 692 , 112918 , 1557
2231 , 17867 , 701 , 112923 , 1546
2232 , 17835 , 692 , 112936 , 1580
2233 , 17810 , 690 , 112934 , 1618
2234 , 17804 , 687 , 112933 , 1643
2235 , 17735 , 703 , 112955 , 1678
2236 , 17712 , 697 , 113009 , 1664
2237 , 17743 , 686 , 113038 , 1620
2238 , 17729 , 685 , 113073 , 1612
2239 , 17740 , 679 , 113098 , 1586
2240 , 17730 , 707 , 113087 , 1588
2241 , 17769 , 688 , 113077 , 1577
2242 , 17721 , 702 , 113078 , 1610
2243 , 17735 , 703 , 113032 , 1641
2244 , 17696 , 691 , 113040 , 1692
2245 , 17665 , 688 , 113048 , 1725
2246 , 17659 , 679 , 113071 , 1726
2247 , 17681 , 673 , 113108 , 1671
2248 , 17680 , 682 , 113141 , 1642
2249 , 17719 , 663 , 113157 , 1607
2250 , 17716 , 671 , 113179 , 1565
2251 , 17757 , 679 , 113151 , 1555
2252 , 17766 , 683 , 113139 , 1541
2253 , 17785 , 683 , 113115 , 1546
2254 , 17795 , 678 , 113102 , 1546
2255 , 17732 , 684 , 113131 , 1585
2256 , 17734 , 671 , 113132 , 1604
2257 , 17703 , 674 , 113168 , 1611
2258 , 17672 , 669 , 113207 , 1640
2259 , 17649 , 681 , 113272 , 1597
2260 , 17669 , 681 , 113301 , 1568
2261 , 17656 , 684 , 113313 , 1563
2262 , 17637 , 686 , 113317 , 1577
2263 , 17607 , 695 , 113316 , 1607
2264 , 17589 , 698 , 113317 , 1620
2265 , 17602 , 696 , 113315 , 1609
2266 , 17544 , 704 , 113355 , 1612
2267 , 17536 , 700 , 113402 , 1576
2268 , 17519 , 703 , 113408 , 1596
2269 , 17526 , 694 , 113405 , 1591
2270 , 17537 , 684 , 113409 , 1594
2271 , 17521 , 681 , 113417 , 1605
2272 , 17525 , 676 , 113430 , 1604
2273 , 17508 , 673 , 113470 , 1588
2274 , 17512 , 660 , 113496 , 1576
2275 , 17518 , 672 , 113497 , 1552
2276 , 17514 , 677 , 113528 , 1527
2277 , 17552 , 664 , 113503 , 1526
2278 , 17548 , 663 , 113511 , 1515
2279 , 17534 , 680 , 113515 , 1521
2280 , 17538 , 673 , 113516 , 1524
2281 , 17521 , 670 , 113549 , 1509
2282 , 17530 , 654 , 113529 , 1547
2283 , 17496 , 659 , 113557 , 1557
2284 , 17487 , 643 , 113560 , 1570
2285 , 17480 , 629 , 113561 , 1603
2286 , 17421 , 633 , 113563 , 1665
2287 , 17429 , 617 , 113539 , 1706
2288 , 17419 , 615 , 113546 , 1718
2289 , 17401 , 622 , 113570 , 1712
2290 , 17389 , 623 , 113612 , 1691
2291 , 17379 , 621 , 113642 , 1673
2292 , 17379 , 615 , 113685 , 1652
2293 , 17358 , 613 , 113726 , 1624
2294 , 17363 , 620 , 113757 , 1595
2295 , 17384 , 623 , 113829 , 1503
2296 , 17415 , 621 , 113833 , 1468
2297 , 17400 , 638 , 113853 , 1455
2298 , 17426 , 635 , 113830 , 1453
2299 , 17394 , 623 , 113845 , 1459
2300 , 17409 , 620 , 113838 , 1471
2301 , 17394 , 612 , 113884 , 1436
2302 , 17384 , 604 , 113912 , 1434
2303 , 17373 , 598 , 113928 , 1443
2304 , 17330 , 607 , 113949 , 1469
2305 , 17320 , 603 , 113987 , 1450
2306 , 17307 , 605 , 113988 , 1471
2307 , 17279 , 608 , 113997 , 1490
2308 , 17289 , 598 , 114027 , 1468
2309 , 17266 , 602 , 114044 , 1477
2310 , 17265 , 606 , 114059 , 1461
2311 , 17271 , 609 , 114087 , 1428
2312 , 17272 , 614 , 114077 , 1435
2313 , 17268 , 620 , 114051 , 1463
2314 , 17281 , 611 , 114007 , 1499
2315 , 17275 , 603 , 113984 , 1528
2316 , 17246 , 613 , 114003 , 1532
2317 , 17252 , 603 , 114012 , 1518
2318 , 17242 , 608 , 114019 , 1516
2319 , 17244 , 616 , 114025 , 1504
2320 , 17251 , 618 , 114047 , 1478
2321 , 17255 , 618 , 114047 , 1475
2322 , 17262 , 613 , 114032 , 1495
2323 , 17246 , 616 , 114026 , 1516
2324 , 17246 , 616 , 114012 , 1541
2325 , 17239 , 616 , 113988 , 1581
2326 , 17189 , 627 , 113981 , 1627
2327 , 17202 , 620 , 113987 , 1619
2328 , 17216 , 618 , 113992 , 1613
2329 , 17199 , 619 , 114035 , 1586
2330 , 17198 , 630 , 114037 , 1583
2331 , 17204 , 618 , 114068 , 1548
2332 , 17167 , 629 , 114119 , 1534
2333 , 17183 , 620 , 114159 , 1489
2334 , 17175 , 629 , 114214 , 1437
2335 , 17182 , 623 , 114231 , 1413
2336 , 17184 , 619 , 114242 , 1404
2337 , 17194 , 609 , 114248 , 1407
2338 , 17139 , 614 , 114249 , 1452
2339 , 17084 , 627 , 114271 , 1478
2340 , 17076 , 623 , 114299 , 1475
2341 , 17074 , 624 , 114314 , 1481
2342 , 17084 , 625 , 114307 , 1490
2343 , 17066 , 619 , 114308 , 1521
2344 , 17028 , 624 , 114327 , 1552
2345 , 17021 , 616 , 114350 , 1559
2346 , 17007 , 614 , 114366 , 1571
2347 , 16967 , 619 , 114393 , 1597
2348 , 16940 , 614 , 114442 , 1595
2349 , 16915 , 620 , 114514 , 1561
2350 , 16923 , 618 , 114570 , 1500
2351 , 16930 , 615 , 114636 , 1426
2352 , 16938 , 613 , 114667 , 1398
2353 , 16932 , 618 , 114685 , 1392
2354 , 16934 , 622 , 114702 , 1373
2355 , 16940 , 618 , 114706 , 1373
2356 , 16924 , 626 , 114695 , 1401
2357 , 16950 , 623 , 114692 , 1378
2358 , 16933 , 643 , 114672 , 1403
2359 , 16964 , 643 , 114621 , 1407
2360 , 16982 , 651 , 114552 , 1443
2361 , 17002 , 665 , 114476 , 1478
2362 , 17033 , 661 , 114423 , 1486
2363 , 17045 , 658 , 114388 , 1497
2364 , 17096 , 661 , 114330 , 1495
2365 , 17083 , 674 , 114278 , 1527
2366 , 17113 , 667 , 114238 , 1530
2367 , 17114 , 655 , 114203 , 1555
2368 , 17124 , 646 , 114158 , 1579
2369 , 17118 , 648 , 114111 , 1641
2370 , 17112 , 649 , 114110 , 1624
2371 , 17119 , 643 , 114092 , 1644
2372 , 17118 , 653 , 114121 , 1601
2373 , 17170 , 657 , 114133 , 1547
2374 , 17167 , 668 , 114147 , 1526
2375 , 17205 , 680 , 114148 , 1471
2376 , 17229 , 692 , 114153 , 1413
2377 , 17300 , 680 , 114120 , 1368
2378 , 17293 , 692 , 114093 , 1358
2379 , 17310 , 700 , 114018 , 1409
2380 , 17339 , 693 , 113939 , 1448
2381 , 17355 , 692 , 113853 , 1506
2382 , 17324 , 711 , 113798 , 1552
2383 , 17358 , 697 , 113705 , 1618
2384 , 17321 , 703 , 113678 , 1652
2385 , 17386 , 692 , 113610 , 1657
2386 , 17371 , 684 , 113607 , 1654
2387 , 17403 , 666 , 113559 , 1677
2388 , 17408 , 663 , 113519 , 1704
2389 , 17388 , 662 , 113519 , 1720
2390 , 17365 , 665 , 113524 , 1740
2391 , 17344 , 668 , 113512 , 1770
2392 , 17340 , 659 , 113531 , 1764
2393 , 17347 , 646 , 113537 , 1761
2394 , 17330 , 648 , 113551 , 1758
2395 , 17320 , 645 , 113624 , 1690
2396 , 17363 , 645 , 113641 , 1634
2397 , 17363 , 641 , 113667 , 1601
2398 , 17374 , 653 , 113665 , 1598
2399 , 17418 , 638 , 113646 , 1567
2400 , 17402 , 648 , 113655 , 1555
2401 , 17458 , 630 , 113660 , 1505
2402 , 17473 , 642 , 113668 , 1470
2403 , 17495 , 628 , 113658 , 1456
2404 , 17486 , 631 , 113668 , 1451
2405 , 17518 , 618 , 113641 , 1452
2406 , 17515 , 624 , 113672 , 1413
2407 , 17530 , 606 , 113655 , 1439
2408 , 17515 , 617 , 113633 , 1474
2409 , 17516 , 615 , 113609 , 1503
2410 , 17482 , 614 , 113609 , 1537
2411 , 17458 , 611 , 113647 , 1540
2412 , 17453 , 613 , 113655 , 1542
2413 , 17416 , 620 , 113682 , 1555
2414 , 17427 , 610 , 113665 , 1577
2415 , 17406 , 610 , 113679 , 1593
2416 , 17400 , 597 , 113711 , 1590
2417 , 17390 , 610 , 113720 , 1586
2418 , 17399 , 605 , 113759 , 1546
2419 , 17384 , 612 , 113806 , 1519
2420 , 17396 , 619 , 113839 , 1471
2421 , 17404 , 634 , 113867 , 1427
2422 , 17449 , 623 , 113861 , 1392
2423 , 17453 , 618 , 113860 , 1390
2424 , 17411 , 628 , 113876 , 1406
2425 , 17433 , 626 , 113897 , 1361
2426 , 17439 , 627 , 113909 , 1342
2427 , 17449 , 637 , 113912 , 1331
2428 , 17450 , 635 , 113914 , 1323
2429 , 17449 , 640 , 113895 , 1341
2430 , 17415 , 642 , 113869 , 1394
2431 , 17427 , 631 , 113827 , 1436
2432 , 17390 , 643 , 113802 , 1483
2433 , 17373 , 637 , 113780 , 1531
2434 , 17371 , 633 , 113756 , 1567
2435 , 17343 , 636 , 113762 , 1581
2436 , 17337 , 641 , 113768 , 1582
2437 , 17343 , 635 , 113771 , 1591
2438 , 17330 , 634 , 113801 , 1576
2439 , 17331 , 647 , 113829 , 1542
2440 , 17315 , 634 , 113875 , 1526
2441 , 17299 , 628 , 113901 , 1518
2442 , 17314 , 621 , 113915 , 1502
2443 , 17265 , 629 , 113905 , 1554
2444 , 17273 , 609 , 113902 , 1573
2445 , 17270 , 609 , 113916 , 1577
2446 , 17238 , 612 , 113924 , 1606
2447 , 17201 , 603 , 113951 , 1633
2448 , 17184 , 607 , 113974 , 1636
2449 , 17166 , 604 , 113993 , 1642
2450 , 17132 , 610 , 114023 , 1660
2451 , 17089 , 605 , 114095 , 1653
2452 , 17106 , 583 , 114154 , 1627
2453 , 17071 , 594 , 114225 , 1603
2454 , 17050 , 592 , 114278 , 1580
2455 , 17050 , 588 , 114315 , 1559
2456 , 17074 , 587 , 114335 , 1531
2457 , 17035 , 594 , 114374 , 1538
2458 , 17056 , 578 , 114403 , 1517
2459 , 17039 , 582 , 114447 , 1490
2460 , 17033 , 578 , 114480 , 1481
2461 , 17058 , 572 , 114517 , 1430
2462 , 17105 , 570 , 114526 , 1373
2463 , 17114 , 580 , 114526 , 1340
2464 , 17155 , 581 , 114517 , 1300
2465 , 17173 , 583 , 114512 , 1263
2466 , 17173 , 591 , 114504 , 1257
2467 , 17215 , 584 , 114480 , 1239
2468 , 17260 , 584 , 114404 , 1263
2469 , 17235 , 597 , 114364 , 1302
2470 , 17264 , 588 , 114316 , 1323
2471 , 17234 , 592 , 114280 , 1371
2472 , 17259 , 593 , 114249 , 1386
2473 , 17255 , 592 , 114223 , 1406
2474 , 17271 , 597 , 114175 , 1424
2475 , 17284 , 611 , 114131 , 1427
2476 , 17292 , 611 , 114087 , 1439
2477 , 17349 , 604 , 114040 , 1420
2478 , 17346 , 616 , 114015 , 1422
2479 , 17364 , 624 , 113975 , 1435
2480 , 17373 , 617 , 113952 , 1455
2481 , 17336 , 632 , 113953 , 1469
2482 , 17385 , 627 , 113904 , 1479
2483 , 17368 , 631 , 113898 , 1494
2484 , 17374 , 633 , 113901 , 1483
2485 , 17377 , 627 , 113876 , 1511
2486 , 17378 , 624 , 113831 , 1551
2487 , 17345 , 628 , 113794 , 1614
2488 , 17307 , 615 , 113774 , 1690
2489 , 17255 , 620 , 113779 , 1739
2490 , 17243 , 611 , 113787 , 1759
2491 , 17198 , 610 , 113816 , 1797
2492 , 17207 , 601 , 113831 , 1796
2493 , 17160 , 594 , 113881 , 1822
2494 , 17157 , 589 , 113896 , 1833
2495 , 17113 , 597 , 113950 , 1822
2496 , 17107 , 578 , 114005 , 1803
2497 , 17071 , 577 , 114080 , 1780
2498 , 17064 , 571 , 114130 , 1766
2499 , 17041 , 579 , 114151 , 1781
2500 , 17041 , 568 , 114184 , 1766
2501 , 16998 , 586 , 114222 , 1772
2502 , 17010 , 583 , 114235 , 1772
2503 , 16976 , 589 , 114278 , 1772
2504 , 16971 , 576 , 114349 , 1736
2505 , 16969 , 571 , 114416 , 1690
2506 , 16958 , 584 , 114510 , 1623
2507 , 16971 , 582 , 114574 , 1561
2508 , 17017 , 576 , 114589 , 1500
2509 , 17004 , 575 , 114634 , 1471
2510 , 17006 , 568 , 114641 , 1467
2511 , 16985 , 576 , 114637 , 1491
2512 , 16999 , 575 , 114655 , 1466
2513 , 17001 , 579 , 114706 , 1410
2514 , 17035 , 584 , 114684 , 1417
2515 , 17002 , 598 , 114667 , 1444
2516 , 17016 , 596 , 114630 , 1467
2517 , 16990 , 605 , 114632 , 1472
2518 , 17025 , 603 , 114610 , 1460
2519 , 17031 , 593 , 114604 , 1464
2520 , 17011 , 592 , 114600 , 1496
2521 , 17032 , 574 , 114574 , 1520
2522 , 16987 , 576 , 114585 , 1550
2523 , 16967 , 567 , 114575 , 1593
2524 , 16931 , 554 , 114597 , 1639
2525 , 16883 , 547 , 114645 , 1660
2526 , 16869 , 547 , 114679 , 1661
2527 , 16830 , 548 , 114735 , 1663
2528 , 16828 , 527 , 114754 , 1677
2529 , 16765 , 531 , 114803 , 1708
2530 , 16744 , 529 , 114843 , 1718
2531 , 16718 , 527 , 114898 , 1705
2532 , 16734 , 527 , 114930 , 1655
2533 , 16715 , 533 , 114985 , 1610
2534 , 16730 , 533 , 115012 , 1572
2535 , 16715 , 528 , 115030 , 1578
2536 , 16709 , 528 , 115057 , 1570
2537 , 16682 , 540 , 115054 , 1603
2538 , 16696 , 532 , 115087 , 1577
2539 , 16667 , 546 , 115161 , 1531
2540 , 16714 , 543 , 115175 , 1489
2541 , 16687 , 536 , 115232 , 1471
2542 , 16730 , 541 , 115244 , 1427
2543 , 16724 , 559 , 115231 , 1431
2544 , 16750 , 553 , 115189 , 1444
2545 , 16764 , 550 , 115165 , 1452
2546 , 16756 , 559 , 115147 , 1465
2547 , 16766 , 552 , 115113 , 1491
2548 , 16722 , 561 , 115135 , 1503
2549 , 16770 , 553 , 115101 , 1496
2550 , 16744 , 550 , 115105 , 1509
2551 , 16726 , 556 , 115082 , 1554
2552 , 16749 , 551 , 115068 , 1557
2553 , 16698 , 560 , 115078 , 1584
2554 , 16731 , 549 , 115086 , 1560
2555 , 16721 , 548 , 115110 , 1529
2556 , 16709 , 550 , 115160 , 1497
2557 , 16713 , 563 , 115188 , 1465
2558 , 16753 , 557 , 115199 , 1409
2559 , 16751 , 558 , 115214 , 1377
2560 , 16774 , 547 , 115245 , 1344
2561 , 16793 , 553 , 115258 , 1292
2562 , 16815 , 541 , 115245 , 1291
2563 , 16826 , 554 , 115232 , 1278
2564 , 16864 , 542 , 115216 , 1264
2565 , 16891 , 547 , 115185 , 1257
2566 , 16901 , 546 , 115159 , 1266
2567 , 16894 , 550 , 115141 , 1289
2568 , 16863 , 556 , 115133 , 1327
2569 , 16862 , 559 , 115135 , 1336
2570 , 16856 , 560 , 115138 , 1336
2571 , 16858 , 555 , 115162 , 1316
2572 , 16837 , 579 , 115171 , 1317
2573 , 16861 , 570 , 115148 , 1321
2574 , 16837 , 576 , 115138 , 1340
2575 , 16863 , 581 , 115115 , 1338
2576 , 16836 , 577 , 115120 , 1347
2577 , 16851 , 582 , 115104 , 1355
2578 , 16856 , 588 , 115080 , 1361
2579 , 16890 , 575 , 115038 , 1377
2580 , 16859 , 574 , 115023 , 1409
2581 , 16875 , 579 , 114989 , 1427
2582 , 16892 , 574 , 114946 , 1439
2583 , 16887 , 584 , 114925 , 1463
2584 , 16905 , 575 , 114873 , 1504
2585 , 16883 , 580 , 114861 , 1539
2586 , 16889 , 579 , 114828 , 1565
2587 , 16875 , 577 , 114818 , 1593
2588 , 16871 , 573 , 114830 , 1598
2589 , 16884 , 576 , 114819 , 1603
2590 , 16892 , 578 , 114825 , 1594
2591 , 16912 , 577 , 114880 , 1515
2592 , 16899 , 587 , 114933 , 1460
2593 , 16893 , 589 , 114964 , 1435
2594 , 16908 , 592 , 114940 , 1460
2595 , 16934 , 591 , 114915 , 1443
2596 , 16922 , 601 , 114922 , 1440
2597 , 16965 , 600 , 114900 , 1423
2598 , 16979 , 597 , 114880 , 1413
2599 , 16956 , 613 , 114844 , 1454
2600 , 16990 , 603 , 114772 , 1495
2601 , 16932 , 610 , 114775 , 1528
2602 , 16958 , 599 , 114755 , 1533
2603 , 16923 , 599 , 114742 , 1573
2604 , 16920 , 598 , 114730 , 1590
2605 , 16895 , 584 , 114735 , 1623
2606 , 16887 , 582 , 114740 , 1630
2607 , 16845 , 590 , 114759 , 1653
2608 , 16869 , 576 , 114736 , 1679
2609 , 16815 , 575 , 114766 , 1702
2610 , 16803 , 572 , 114798 , 1709
2611 , 16785 , 567 , 114837 , 1702
2612 , 16769 , 555 , 114900 , 1670
2613 , 16757 , 550 , 114960 , 1645
2614 , 16776 , 551 , 115036 , 1557
2615 , 16770 , 563 , 115097 , 1510
2616 , 16804 , 563 , 115121 , 1449
2617 , 16813 , 564 , 115147 , 1412
2618 , 16852 , 579 , 115157 , 1348
2619 , 16896 , 582 , 115138 , 1307
2620 , 16954 , 581 , 115112 , 1260
2621 , 16985 , 587 , 115071 , 1254
