time, N, D, A, C
693 , 14797 , 416 , 119338 , 913
694 , 14805 , 415 , 119336 , 910
695 , 14807 , 417 , 119338 , 902
696 , 14827 , 415 , 119323 , 899
697 , 14823 , 419 , 119316 , 904
698 , 14842 , 417 , 119304 , 896
699 , 14833 , 422 , 119297 , 903
700 , 14842 , 426 , 119281 , 906
701 , 14854 , 425 , 119267 , 902
702 , 14852 , 425 , 119259 , 906
703 , 14848 , 435 , 119249 , 908
704 , 14854 , 438 , 119228 , 919
705 , 14861 , 434 , 119218 , 918
706 , 14869 , 434 , 119203 , 920
707 , 14877 , 442 , 119191 , 915
708 , 14893 , 439 , 119185 , 902
709 , 14903 , 443 , 119174 , 895
710 , 14906 , 445 , 119155 , 903
711 , 14923 , 444 , 119135 , 901
712 , 14930 , 446 , 119120 , 898
713 , 14941 , 446 , 119110 , 893
714 , 14952 , 452 , 119084 , 897
715 , 14978 , 451 , 119052 , 895
716 , 14985 , 452 , 119026 , 903
717 , 14999 , 456 , 118993 , 910
718 , 15004 , 452 , 118968 , 924
719 , 15007 , 452 , 118947 , 934
720 , 15025 , 454 , 118929 , 930
721 , 15046 , 451 , 118901 , 930
722 , 15043 , 456 , 118891 , 928
723 , 15046 , 448 , 118895 , 918
724 , 15056 , 447 , 118879 , 922
725 , 15056 , 448 , 118871 , 924
726 , 15076 , 445 , 118854 , 919
727 , 15076 , 444 , 118853 , 910
728 , 15080 , 449 , 118835 , 920
729 , 15092 , 446 , 118817 , 921
730 , 15091 , 446 , 118803 , 929
731 , 15093 , 443 , 118804 , 924
732 , 15092 , 445 , 118794 , 929
733 , 15097 , 447 , 118783 , 926
734 , 15103 , 447 , 118780 , 921
735 , 15104 , 444 , 118772 , 922
736 , 15106 , 442 , 118766 , 926
737 , 15100 , 445 , 118751 , 938
738 , 15098 , 446 , 118746 , 941
739 , 15094 , 447 , 118740 , 946
740 , 15096 , 447 , 118737 , 948
741 , 15082 , 450 , 118737 , 956
742 , 15087 , 447 , 118742 , 951
743 , 15101 , 441 , 118737 , 943
744 , 15101 , 442 , 118733 , 945
745 , 15096 , 449 , 118734 , 938
746 , 15102 , 441 , 118719 , 954
747 , 15091 , 439 , 118716 , 965
748 , 15089 , 436 , 118708 , 979
749 , 15073 , 438 , 118707 , 998
750 , 15071 , 435 , 118704 , 1008
751 , 15058 , 434 , 118698 , 1032
752 , 15051 , 435 , 118688 , 1049
753 , 15043 , 435 , 118682 , 1063
754 , 15047 , 429 , 118689 , 1055
755 , 15033 , 434 , 118692 , 1060
756 , 15037 , 435 , 118685 , 1062
757 , 15031 , 441 , 118679 , 1066
758 , 15042 , 437 , 118685 , 1047
759 , 15052 , 437 , 118680 , 1045
760 , 15041 , 438 , 118687 , 1055
761 , 15073 , 432 , 118664 , 1050
762 , 15062 , 431 , 118657 , 1061
763 , 15056 , 432 , 118646 , 1074
764 , 15044 , 433 , 118651 , 1075
765 , 15061 , 430 , 118646 , 1061
766 , 15059 , 430 , 118652 , 1051
767 , 15078 , 428 , 118640 , 1048
768 , 15079 , 427 , 118645 , 1038
769 , 15088 , 428 , 118646 , 1027
770 , 15085 , 427 , 118661 , 1014
771 , 15099 , 429 , 118645 , 1012
772 , 15106 , 428 , 118630 , 1016
773 , 15115 , 425 , 118621 , 1014
774 , 15122 , 430 , 118609 , 1012
775 , 15126 , 424 , 118605 , 1013
776 , 15132 , 423 , 118592 , 1017
777 , 15136 , 423 , 118585 , 1020
778 , 15143 , 423 , 118583 , 1010
779 , 15144 , 424 , 118570 , 1018
780 , 15145 , 422 , 118574 , 1014
781 , 15150 , 424 , 118563 , 1016
782 , 15159 , 420 , 118558 , 1013
783 , 15154 , 423 , 118552 , 1020
784 , 15162 , 422 , 118545 , 1019
785 , 15156 , 424 , 118544 , 1023
786 , 15166 , 424 , 118541 , 1015
787 , 15148 , 425 , 118538 , 1032
788 , 15158 , 419 , 118533 , 1032
789 , 15133 , 425 , 118538 , 1048
790 , 15148 , 423 , 118533 , 1040
791 , 15144 , 424 , 118535 , 1042
792 , 15157 , 419 , 118531 , 1038
793 , 15147 , 422 , 118543 , 1033
794 , 15156 , 420 , 118547 , 1025
795 , 15153 , 420 , 118549 , 1026
796 , 15156 , 420 , 118555 , 1017
797 , 15152 , 419 , 118555 , 1022
798 , 15139 , 418 , 118567 , 1026
799 , 15119 , 416 , 118577 , 1040
800 , 15096 , 414 , 118593 , 1055
801 , 15067 , 417 , 118603 , 1087
802 , 15040 , 413 , 118637 , 1097
803 , 15017 , 409 , 118672 , 1111
804 , 14992 , 413 , 118707 , 1115
805 , 14983 , 412 , 118741 , 1109
806 , 14964 , 413 , 118785 , 1092
807 , 14962 , 414 , 118843 , 1051
808 , 14948 , 415 , 118876 , 1047
809 , 14938 , 413 , 118911 , 1039
810 , 14932 , 417 , 118939 , 1027
811 , 14926 , 416 , 118955 , 1027
812 , 14934 , 415 , 118970 , 1009
813 , 14926 , 419 , 118996 , 991
814 , 14931 , 419 , 119005 , 978
815 , 14932 , 413 , 119029 , 957
816 , 14937 , 415 , 119058 , 927
817 , 14937 , 416 , 119072 , 910
818 , 14960 , 412 , 119069 , 902
819 , 14957 , 413 , 119078 , 900
820 , 14961 , 414 , 119073 , 900
821 , 14964 , 417 , 119067 , 902
822 , 14969 , 418 , 119060 , 900
823 , 14980 , 417 , 119047 , 903
824 , 14984 , 412 , 119036 , 910
825 , 14979 , 415 , 119028 , 920
826 , 14977 , 417 , 119021 , 928
827 , 14989 , 414 , 119019 , 916
828 , 14988 , 415 , 119021 , 910
829 , 15001 , 412 , 119013 , 906
830 , 14997 , 417 , 119007 , 908
831 , 15001 , 416 , 119002 , 909
832 , 14995 , 422 , 118998 , 911
833 , 15007 , 421 , 118987 , 913
834 , 15006 , 420 , 118982 , 917
835 , 15024 , 417 , 118970 , 911
836 , 15019 , 418 , 118960 , 920
837 , 15028 , 418 , 118952 , 918
838 , 15032 , 418 , 118946 , 916
839 , 15041 , 419 , 118939 , 911
840 , 15045 , 419 , 118931 , 911
841 , 15046 , 421 , 118923 , 913
842 , 15055 , 426 , 118911 , 910
843 , 15064 , 426 , 118898 , 911
844 , 15076 , 422 , 118885 , 911
845 , 15077 , 426 , 118878 , 909
846 , 15094 , 427 , 118864 , 904
847 , 15086 , 431 , 118865 , 898
848 , 15102 , 433 , 118850 , 897
849 , 15108 , 434 , 118836 , 897
850 , 15125 , 432 , 118815 , 898
851 , 15128 , 434 , 118803 , 897
852 , 15136 , 440 , 118785 , 899
853 , 15146 , 441 , 118767 , 898
854 , 15167 , 440 , 118740 , 897
855 , 15166 , 443 , 118730 , 895
856 , 15176 , 445 , 118702 , 905
857 , 15185 , 447 , 118673 , 915
858 , 15180 , 450 , 118655 , 928
859 , 15194 , 450 , 118633 , 926
860 , 15187 , 452 , 118621 , 932
861 , 15186 , 451 , 118614 , 940
862 , 15200 , 444 , 118602 , 937
863 , 15189 , 443 , 118612 , 934
864 , 15196 , 445 , 118611 , 929
865 , 15204 , 444 , 118606 , 921
866 , 15203 , 451 , 118595 , 926
867 , 15207 , 453 , 118581 , 930
868 , 15226 , 448 , 118554 , 931
869 , 15219 , 448 , 118543 , 944
870 , 15206 , 451 , 118534 , 958
871 , 15207 , 456 , 118515 , 970
872 , 15214 , 449 , 118505 , 971
873 , 15225 , 448 , 118492 , 968
874 , 15225 , 452 , 118484 , 964
875 , 15228 , 454 , 118464 , 975
876 , 15246 , 449 , 118433 , 982
877 , 15213 , 459 , 118433 , 998
878 , 15222 , 457 , 118428 , 995
879 , 15217 , 452 , 118413 , 1018
880 , 15201 , 452 , 118415 , 1026
881 , 15193 , 448 , 118400 , 1055
882 , 15187 , 444 , 118412 , 1058
883 , 15177 , 445 , 118427 , 1054
884 , 15169 , 448 , 118424 , 1069
885 , 15162 , 453 , 118427 , 1078
886 , 15161 , 448 , 118427 , 1091
887 , 15166 , 443 , 118418 , 1102
888 , 15143 , 447 , 118435 , 1107
889 , 15138 , 450 , 118464 , 1080
890 , 15127 , 456 , 118478 , 1075
891 , 15157 , 452 , 118451 , 1080
892 , 15158 , 444 , 118441 , 1085
893 , 15167 , 441 , 118424 , 1097
894 , 15148 , 448 , 118403 , 1127
895 , 15159 , 443 , 118390 , 1135
896 , 15151 , 441 , 118379 , 1150
897 , 15162 , 441 , 118374 , 1141
898 , 15155 , 443 , 118367 , 1148
899 , 15171 , 438 , 118346 , 1157
900 , 15150 , 437 , 118352 , 1172
901 , 15145 , 436 , 118369 , 1165
902 , 15127 , 444 , 118385 , 1160
903 , 15137 , 443 , 118397 , 1139
904 , 15150 , 440 , 118432 , 1083
905 , 15152 , 442 , 118454 , 1057
906 , 15165 , 447 , 118454 , 1043
907 , 15172 , 447 , 118475 , 1011
908 , 15171 , 443 , 118496 , 993
909 , 15176 , 442 , 118508 , 986
910 , 15177 , 446 , 118504 , 998
911 , 15185 , 443 , 118488 , 1005
912 , 15191 , 452 , 118473 , 1009
913 , 15220 , 447 , 118441 , 1013
914 , 15205 , 454 , 118430 , 1033
915 , 15215 , 460 , 118420 , 1026
916 , 15229 , 462 , 118409 , 1015
917 , 15220 , 458 , 118404 , 1030
918 , 15238 , 460 , 118397 , 1018
919 , 15247 , 462 , 118392 , 1002
920 , 15224 , 460 , 118403 , 1012
921 , 15223 , 459 , 118398 , 1019
922 , 15220 , 469 , 118390 , 1027
923 , 15233 , 467 , 118368 , 1037
924 , 15241 , 470 , 118358 , 1030
925 , 15252 , 472 , 118340 , 1031
926 , 15233 , 483 , 118336 , 1043
927 , 15272 , 479 , 118308 , 1035
928 , 15272 , 487 , 118288 , 1040
929 , 15293 , 480 , 118273 , 1028
930 , 15295 , 480 , 118258 , 1037
931 , 15312 , 482 , 118234 , 1037
932 , 15311 , 487 , 118204 , 1059
933 , 15319 , 481 , 118168 , 1082
934 , 15306 , 485 , 118161 , 1088
935 , 15321 , 484 , 118139 , 1098
936 , 15315 , 488 , 118112 , 1121
937 , 15314 , 490 , 118097 , 1135
938 , 15308 , 486 , 118092 , 1142
939 , 15310 , 486 , 118080 , 1147
940 , 15287 , 483 , 118073 , 1175
941 , 15280 , 479 , 118053 , 1210
942 , 15254 , 479 , 118079 , 1206
943 , 15259 , 472 , 118093 , 1203
944 , 15257 , 468 , 118102 , 1197
945 , 15274 , 464 , 118091 , 1198
946 , 15237 , 474 , 118128 , 1189
947 , 15261 , 469 , 118107 , 1195
948 , 15229 , 470 , 118120 , 1210
949 , 15201 , 466 , 118151 , 1217
950 , 15199 , 469 , 118180 , 1205
951 , 15188 , 477 , 118222 , 1184
952 , 15204 , 477 , 118225 , 1178
953 , 15202 , 477 , 118237 , 1166
954 , 15219 , 467 , 118249 , 1139
955 , 15234 , 473 , 118246 , 1122
956 , 15247 , 471 , 118240 , 1114
957 , 15281 , 469 , 118216 , 1096
958 , 15281 , 475 , 118201 , 1096
959 , 15303 , 467 , 118194 , 1080
960 , 15320 , 472 , 118167 , 1086
961 , 15335 , 477 , 118149 , 1079
962 , 15334 , 485 , 118139 , 1072
963 , 15358 , 485 , 118115 , 1060
964 , 15366 , 487 , 118087 , 1065
965 , 15386 , 485 , 118066 , 1056
966 , 15378 , 490 , 118048 , 1070
967 , 15383 , 487 , 118038 , 1072
968 , 15390 , 489 , 118014 , 1086
969 , 15404 , 492 , 118019 , 1059
970 , 15405 , 496 , 118025 , 1049
971 , 15428 , 497 , 118015 , 1025
972 , 15441 , 495 , 117984 , 1039
973 , 15453 , 505 , 117982 , 1011
974 , 15479 , 493 , 117963 , 997
975 , 15493 , 494 , 117954 , 988
976 , 15517 , 494 , 117934 , 985
977 , 15519 , 490 , 117908 , 1005
978 , 15517 , 495 , 117894 , 1013
979 , 15501 , 499 , 117899 , 1017
980 , 15525 , 484 , 117856 , 1040
981 , 15525 , 483 , 117839 , 1052
982 , 15534 , 483 , 117820 , 1052
983 , 15539 , 489 , 117831 , 1030
984 , 15552 , 487 , 117836 , 1004
985 , 15558 , 495 , 117853 , 974
986 , 15585 , 493 , 117846 , 957
987 , 15615 , 496 , 117817 , 946
988 , 15618 , 503 , 117803 , 947
989 , 15633 , 504 , 117771 , 946
990 , 15646 , 507 , 117733 , 952
991 , 15642 , 513 , 117694 , 977
992 , 15659 , 510 , 117662 , 984
993 , 15686 , 506 , 117607 , 1008
994 , 15686 , 500 , 117577 , 1019
995 , 15703 , 506 , 117551 , 1015
996 , 15684 , 512 , 117528 , 1036
997 , 15701 , 512 , 117515 , 1019
998 , 15723 , 514 , 117482 , 1022
999 , 15723 , 512 , 117463 , 1022
1000 , 15744 , 513 , 117440 , 1016
1001 , 15768 , 518 , 117418 , 1002
1002 , 15758 , 531 , 117408 , 1007
1003 , 15767 , 529 , 117383 , 1013
1004 , 15810 , 515 , 117334 , 1027
1005 , 15781 , 522 , 117334 , 1031
1006 , 15773 , 516 , 117299 , 1083
1007 , 15762 , 524 , 117272 , 1112
1008 , 15762 , 524 , 117261 , 1121
1009 , 15762 , 531 , 117246 , 1124
1010 , 15774 , 531 , 117221 , 1132
1011 , 15787 , 527 , 117198 , 1139
1012 , 15769 , 520 , 117214 , 1135
1013 , 15779 , 519 , 117231 , 1110
1014 , 15754 , 522 , 117254 , 1105
1015 , 15769 , 520 , 117259 , 1089
1016 , 15765 , 519 , 117280 , 1071
1017 , 15759 , 518 , 117307 , 1051
1018 , 15762 , 511 , 117342 , 1026
1019 , 15762 , 517 , 117342 , 1018
1020 , 15776 , 510 , 117333 , 1026
1021 , 15756 , 520 , 117326 , 1037
1022 , 15763 , 512 , 117313 , 1052
1023 , 15755 , 504 , 117319 , 1061
1024 , 15748 , 508 , 117302 , 1090
1025 , 15732 , 506 , 117308 , 1107
1026 , 15717 , 509 , 117301 , 1131
1027 , 15711 , 500 , 117277 , 1171
1028 , 15673 , 506 , 117274 , 1213
1029 , 15651 , 505 , 117282 , 1238
1030 , 15625 , 509 , 117292 , 1258
1031 , 15607 , 508 , 117310 , 1269
1032 , 15612 , 504 , 117309 , 1269
1033 , 15612 , 502 , 117348 , 1240
1034 , 15603 , 508 , 117371 , 1223
1035 , 15613 , 493 , 117384 , 1212
1036 , 15611 , 495 , 117392 , 1215
1037 , 15612 , 493 , 117395 , 1213
1038 , 15635 , 495 , 117381 , 1202
1039 , 15618 , 500 , 117384 , 1205
1040 , 15627 , 504 , 117394 , 1182
1041 , 15645 , 506 , 117391 , 1159
1042 , 15666 , 513 , 117365 , 1152
1043 , 15665 , 505 , 117366 , 1151
1044 , 15659 , 505 , 117363 , 1155
1045 , 15674 , 495 , 117356 , 1145
1046 , 15659 , 491 , 117343 , 1173
1047 , 15651 , 484 , 117340 , 1194
1048 , 15616 , 493 , 117364 , 1205
1049 , 15639 , 489 , 117390 , 1171
1050 , 15650 , 490 , 117399 , 1151
1051 , 15661 , 481 , 117415 , 1135
1052 , 15657 , 486 , 117444 , 1104
1053 , 15687 , 484 , 117435 , 1093
1054 , 15677 , 488 , 117419 , 1113
1055 , 15696 , 483 , 117396 , 1121
1056 , 15722 , 486 , 117365 , 1117
1057 , 15724 , 488 , 117370 , 1097
1058 , 15734 , 500 , 117378 , 1059
1059 , 15767 , 489 , 117349 , 1055
1060 , 15772 , 494 , 117348 , 1031
1061 , 15802 , 497 , 117315 , 1023
1062 , 15827 , 498 , 117275 , 1028
1063 , 15836 , 499 , 117239 , 1035
1064 , 15853 , 496 , 117214 , 1030
1065 , 15888 , 487 , 117182 , 1021
1066 , 15886 , 495 , 117181 , 1006
1067 , 15910 , 497 , 117159 , 1003
1068 , 15925 , 500 , 117145 , 992
1069 , 15928 , 499 , 117152 , 977
1070 , 15964 , 500 , 117123 , 959
1071 , 15983 , 502 , 117090 , 957
1072 , 16004 , 500 , 117061 , 947
1073 , 16019 , 509 , 117018 , 952
1074 , 16044 , 511 , 116987 , 940
1075 , 16082 , 502 , 116936 , 944
1076 , 16080 , 511 , 116910 , 952
1077 , 16105 , 512 , 116872 , 956
1078 , 16114 , 513 , 116835 , 965
1079 , 16138 , 513 , 116802 , 960
1080 , 16144 , 519 , 116768 , 967
1081 , 16152 , 527 , 116726 , 987
1082 , 16164 , 528 , 116687 , 1006
1083 , 16141 , 526 , 116657 , 1041
1084 , 16173 , 523 , 116595 , 1070
1085 , 16155 , 530 , 116559 , 1111
1086 , 16165 , 520 , 116519 , 1148
1087 , 16148 , 524 , 116505 , 1174
1088 , 16142 , 526 , 116452 , 1234
1089 , 16129 , 514 , 116430 , 1280
1090 , 16117 , 517 , 116408 , 1307
1091 , 16123 , 513 , 116396 , 1318
1092 , 16102 , 517 , 116409 , 1318
1093 , 16083 , 513 , 116417 , 1343
1094 , 16067 , 515 , 116422 , 1350
1095 , 16057 , 509 , 116437 , 1351
1096 , 16034 , 512 , 116469 , 1345
1097 , 16014 , 513 , 116529 , 1307
1098 , 16001 , 507 , 116562 , 1301
1099 , 16000 , 494 , 116582 , 1304
1100 , 16000 , 492 , 116580 , 1309
1101 , 15958 , 497 , 116604 , 1328
1102 , 15972 , 495 , 116601 , 1330
1103 , 15965 , 495 , 116605 , 1334
1104 , 15957 , 498 , 116608 , 1336
1105 , 15965 , 495 , 116627 , 1299
1106 , 15963 , 493 , 116678 , 1252
1107 , 15964 , 483 , 116722 , 1214
1108 , 15979 , 482 , 116725 , 1199
1109 , 15981 , 481 , 116745 , 1178
1110 , 15971 , 484 , 116754 , 1180
1111 , 15977 , 487 , 116741 , 1185
1112 , 15943 , 481 , 116742 , 1216
1113 , 15940 , 482 , 116732 , 1235
1114 , 15907 , 492 , 116748 , 1248
1115 , 15907 , 480 , 116751 , 1270
1116 , 15891 , 482 , 116752 , 1288
1117 , 15881 , 485 , 116756 , 1305
1118 , 15869 , 478 , 116775 , 1321
1119 , 15856 , 484 , 116781 , 1344
1120 , 15824 , 481 , 116809 , 1363
1121 , 15801 , 484 , 116852 , 1361
1122 , 15807 , 489 , 116870 , 1344
1123 , 15806 , 492 , 116896 , 1323
1124 , 15822 , 487 , 116908 , 1296
1125 , 15802 , 492 , 116926 , 1291
1126 , 15851 , 485 , 116950 , 1225
1127 , 15835 , 498 , 116948 , 1235
1128 , 15846 , 485 , 116945 , 1239
1129 , 15843 , 489 , 116942 , 1243
1130 , 15843 , 492 , 116937 , 1252
1131 , 15851 , 494 , 116931 , 1246
1132 , 15857 , 497 , 116931 , 1238
1133 , 15843 , 508 , 116923 , 1249
1134 , 15874 , 504 , 116901 , 1236
1135 , 15913 , 498 , 116882 , 1206
1136 , 15898 , 503 , 116877 , 1215
1137 , 15926 , 500 , 116858 , 1198
1138 , 15915 , 505 , 116857 , 1192
1139 , 15939 , 499 , 116827 , 1194
1140 , 15926 , 501 , 116823 , 1203
1141 , 15911 , 507 , 116797 , 1243
1142 , 15915 , 505 , 116762 , 1276
1143 , 15895 , 498 , 116756 , 1306
1144 , 15873 , 489 , 116769 , 1333
1145 , 15857 , 487 , 116796 , 1335
1146 , 15840 , 482 , 116835 , 1333
1147 , 15826 , 473 , 116862 , 1348
1148 , 15789 , 481 , 116906 , 1345
1149 , 15773 , 480 , 116944 , 1337
1150 , 15772 , 475 , 116998 , 1304
1151 , 15759 , 470 , 117036 , 1305
1152 , 15761 , 472 , 117059 , 1288
1153 , 15766 , 472 , 117105 , 1249
1154 , 15765 , 469 , 117119 , 1251
1155 , 15763 , 470 , 117149 , 1223
1156 , 15751 , 469 , 117185 , 1203
1157 , 15747 , 464 , 117228 , 1185
1158 , 15728 , 465 , 117300 , 1149
1159 , 15726 , 468 , 117343 , 1125
1160 , 15727 , 465 , 117388 , 1086
1161 , 15742 , 465 , 117403 , 1062
1162 , 15738 , 472 , 117413 , 1055
1163 , 15741 , 472 , 117410 , 1049
1164 , 15743 , 474 , 117405 , 1049
1165 , 15766 , 469 , 117388 , 1046
1166 , 15775 , 474 , 117376 , 1042
1167 , 15794 , 470 , 117386 , 1013
1168 , 15784 , 480 , 117380 , 1017
1169 , 15812 , 478 , 117366 , 1003
1170 , 15818 , 480 , 117360 , 994
1171 , 15813 , 479 , 117360 , 988
1172 , 15840 , 476 , 117324 , 996
1173 , 15845 , 482 , 117310 , 994
1174 , 15868 , 485 , 117285 , 986
1175 , 15881 , 489 , 117256 , 991
1176 , 15907 , 484 , 117218 , 999
1177 , 15904 , 491 , 117181 , 1019
1178 , 15912 , 490 , 117144 , 1039
1179 , 15922 , 494 , 117111 , 1056
1180 , 15933 , 492 , 117081 , 1074
1181 , 15922 , 502 , 117064 , 1084
1182 , 15943 , 500 , 117039 , 1075
1183 , 15930 , 508 , 117021 , 1091
1184 , 15953 , 508 , 117003 , 1080
1185 , 15972 , 517 , 116969 , 1072
1186 , 15999 , 505 , 116942 , 1076
1187 , 16001 , 515 , 116938 , 1059
1188 , 16029 , 510 , 116910 , 1046
1189 , 16042 , 518 , 116875 , 1050
1190 , 16061 , 517 , 116848 , 1043
1191 , 16078 , 525 , 116815 , 1035
1192 , 16116 , 519 , 116771 , 1034
1193 , 16108 , 527 , 116766 , 1028
1194 , 16140 , 521 , 116706 , 1050
1195 , 16120 , 522 , 116684 , 1075
1196 , 16124 , 529 , 116665 , 1081
1197 , 16148 , 519 , 116655 , 1059
1198 , 16140 , 516 , 116631 , 1089
1199 , 16126 , 515 , 116617 , 1106
1200 , 16121 , 524 , 116589 , 1130
1201 , 16140 , 514 , 116560 , 1146
1202 , 16135 , 518 , 116563 , 1142
1203 , 16137 , 519 , 116550 , 1145
1204 , 16139 , 517 , 116531 , 1146
1205 , 16135 , 517 , 116523 , 1151
1206 , 16157 , 508 , 116494 , 1159
1207 , 16143 , 514 , 116469 , 1174
1208 , 16167 , 506 , 116422 , 1195
1209 , 16164 , 497 , 116401 , 1209
1210 , 16160 , 502 , 116391 , 1213
1211 , 16180 , 502 , 116385 , 1197
1212 , 16173 , 512 , 116375 , 1212
1213 , 16177 , 516 , 116337 , 1231
1214 , 16200 , 505 , 116314 , 1235
1215 , 16180 , 519 , 116310 , 1238
1216 , 16225 , 511 , 116288 , 1218
1217 , 16247 , 508 , 116259 , 1212
1218 , 16256 , 508 , 116247 , 1209
1219 , 16257 , 517 , 116218 , 1222
1220 , 16264 , 492 , 116205 , 1236
1221 , 16255 , 497 , 116203 , 1244
1222 , 16234 , 495 , 116247 , 1225
1223 , 16219 , 487 , 116272 , 1249
1224 , 16175 , 481 , 116302 , 1270
1225 , 16132 , 476 , 116342 , 1291
1226 , 16105 , 475 , 116382 , 1303
1227 , 16074 , 483 , 116428 , 1304
1228 , 16052 , 470 , 116490 , 1287
1229 , 16028 , 470 , 116558 , 1264
1230 , 16009 , 464 , 116605 , 1258
1231 , 16000 , 467 , 116645 , 1251
1232 , 15998 , 465 , 116673 , 1247
1233 , 15983 , 469 , 116692 , 1244
1234 , 15971 , 467 , 116736 , 1222
1235 , 15973 , 463 , 116775 , 1191
1236 , 15978 , 456 , 116815 , 1163
1237 , 15978 , 453 , 116830 , 1157
1238 , 15962 , 451 , 116853 , 1167
1239 , 15953 , 454 , 116878 , 1163
1240 , 15940 , 456 , 116918 , 1144
1241 , 15953 , 458 , 116920 , 1143
1242 , 15960 , 456 , 116918 , 1142
1243 , 15964 , 470 , 116918 , 1122
1244 , 15974 , 466 , 116927 , 1106
1245 , 15995 , 468 , 116916 , 1089
1246 , 15997 , 469 , 116913 , 1083
1247 , 16005 , 471 , 116925 , 1060
1248 , 16027 , 468 , 116932 , 1031
1249 , 16053 , 475 , 116940 , 994
1250 , 16064 , 480 , 116943 , 965
1251 , 16093 , 486 , 116912 , 957
1252 , 16099 , 489 , 116901 , 946
1253 , 16141 , 490 , 116852 , 948
1254 , 16144 , 489 , 116818 , 961
1255 , 16153 , 490 , 116800 , 960
1256 , 16167 , 486 , 116775 , 961
1257 , 16199 , 493 , 116730 , 958
1258 , 16219 , 488 , 116698 , 961
1259 , 16231 , 492 , 116661 , 974
1260 , 16243 , 486 , 116632 , 983
1261 , 16270 , 477 , 116615 , 969
1262 , 16270 , 478 , 116601 , 972
1263 , 16290 , 475 , 116569 , 977
1264 , 16309 , 470 , 116547 , 977
1265 , 16315 , 471 , 116526 , 982
1266 , 16315 , 477 , 116492 , 1003
1267 , 16301 , 484 , 116474 , 1021
1268 , 16310 , 472 , 116448 , 1041
1269 , 16305 , 474 , 116439 , 1057
1270 , 16306 , 480 , 116417 , 1076
1271 , 16300 , 473 , 116423 , 1079
1272 , 16298 , 476 , 116447 , 1051
1273 , 16281 , 484 , 116464 , 1046
1274 , 16289 , 478 , 116473 , 1034
1275 , 16288 , 482 , 116491 , 1013
1276 , 16304 , 484 , 116480 , 1005
1277 , 16316 , 487 , 116482 , 976
1278 , 16326 , 493 , 116450 , 982
1279 , 16341 , 496 , 116420 , 991
1280 , 16331 , 499 , 116401 , 1016
1281 , 16342 , 499 , 116379 , 1017
1282 , 16346 , 498 , 116369 , 1014
1283 , 16382 , 497 , 116337 , 1001
1284 , 16382 , 492 , 116321 , 1005
1285 , 16401 , 492 , 116292 , 1008
1286 , 16416 , 493 , 116252 , 1026
1287 , 16401 , 493 , 116244 , 1039
1288 , 16404 , 499 , 116219 , 1056
1289 , 16411 , 495 , 116198 , 1069
1290 , 16424 , 496 , 116198 , 1052
1291 , 16436 , 501 , 116185 , 1045
1292 , 16441 , 503 , 116160 , 1060
1293 , 16447 , 498 , 116148 , 1069
1294 , 16422 , 502 , 116139 , 1094
1295 , 16442 , 498 , 116129 , 1082
1296 , 16419 , 502 , 116116 , 1102
1297 , 16415 , 502 , 116119 , 1100
1298 , 16414 , 501 , 116087 , 1139
1299 , 16416 , 500 , 116071 , 1151
1300 , 16404 , 504 , 116058 , 1168
1301 , 16395 , 509 , 116050 , 1182
1302 , 16408 , 500 , 116023 , 1196
1303 , 16395 , 502 , 116019 , 1210
1304 , 16399 , 497 , 116007 , 1219
1305 , 16383 , 498 , 116011 , 1224
1306 , 16369 , 494 , 116037 , 1216
1307 , 16358 , 499 , 116062 , 1205
1308 , 16382 , 501 , 116065 , 1180
1309 , 16381 , 507 , 116079 , 1151
1310 , 16396 , 498 , 116095 , 1121
1311 , 16400 , 500 , 116108 , 1105
1312 , 16412 , 488 , 116117 , 1102
1313 , 16417 , 487 , 116121 , 1093
1314 , 16406 , 485 , 116133 , 1084
1315 , 16406 , 491 , 116160 , 1056
1316 , 16427 , 480 , 116163 , 1041
1317 , 16430 , 478 , 116186 , 1022
1318 , 16439 , 478 , 116168 , 1035
1319 , 16431 , 476 , 116179 , 1033
1320 , 16433 , 478 , 116194 , 1012
1321 , 16447 , 476 , 116189 , 1004
1322 , 16439 , 473 , 116198 , 1006
1323 , 16445 , 473 , 116189 , 1008
1324 , 16436 , 479 , 116187 , 1012
1325 , 16426 , 479 , 116177 , 1031
1326 , 16397 , 485 , 116165 , 1067
1327 , 16398 , 477 , 116163 , 1077
1328 , 16388 , 475 , 116169 , 1085
1329 , 16380 , 476 , 116178 , 1083
1330 , 16378 , 479 , 116186 , 1082
1331 , 16362 , 479 , 116212 , 1072
1332 , 16385 , 480 , 116223 , 1043
1333 , 16392 , 484 , 116218 , 1041
1334 , 16408 , 485 , 116214 , 1026
1335 , 16407 , 496 , 116207 , 1022
1336 , 16424 , 494 , 116190 , 1017
1337 , 16440 , 494 , 116172 , 1013
1338 , 16450 , 491 , 116159 , 1013
1339 , 16463 , 493 , 116133 , 1020
1340 , 16464 , 486 , 116128 , 1030
1341 , 16474 , 487 , 116119 , 1028
1342 , 16488 , 489 , 116106 , 1027
1343 , 16482 , 490 , 116101 , 1030
1344 , 16488 , 495 , 116086 , 1036
1345 , 16464 , 500 , 116086 , 1067
1346 , 16482 , 490 , 116070 , 1067
1347 , 16488 , 489 , 116054 , 1078
1348 , 16482 , 487 , 116040 , 1104
1349 , 16475 , 490 , 116009 , 1142
